sexe;preusuel;annais;nombre
1;ABDEL-AZIZ;1996;4
1;ABDEL-AZIZ;1997;5
1;ABDEL-AZIZ;1998;3
1;ABDEL-AZIZ;2000;5
1;ABDEL-AZIZ;2001;9
1;ABDEL-AZIZ;2002;8
1;ABDEL-AZIZ;2003;5
1;ABDEL-AZIZ;2004;7
1;ABDEL-AZIZ;2005;7
1;ABDEL-AZIZ;2006;4
1;ABDEL-AZIZ;2007;5
1;ABDEL-AZIZ;2008;3
1;ABDEL-AZIZ;2009;4
1;ABDEL-AZIZ;2010;3
1;ABDEL-AZIZ;2012;3
1;ABDEL-AZIZ;2013;4
1;ABDEL-AZIZ;2014;3
1;ABDEL-AZIZ;2015;3
1;ABDEL-AZIZ;XXXX;30
1;ABDEL-DJALIL;2002;4
1;ABDEL-DJALIL;2003;3
1;ABDEL-DJALIL;2004;3
1;ABDEL-DJALIL;2008;5
1;ABDEL-DJALIL;2011;3
1;ABDEL-DJALIL;2015;4
1;ABDEL-DJALIL;2018;4
1;ABDEL-DJALIL;XXXX;20
1;ABDEL-GHANI;1981;3
1;ABDEL-GHANI;1991;4
1;ABDEL-GHANI;1995;3
1;ABDEL-GHANI;2000;4
1;ABDEL-GHANI;2004;4
1;ABDEL-GHANI;2005;3
1;ABDEL-GHANI;XXXX;32
1;ABDEL-HADI;1997;3
1;ABDEL-HADI;XXXX;36
1;ABDEL-HAFID;1963;3
1;ABDEL-HAFID;1968;4
1;ABDEL-HAFID;1969;4
1;ABDEL-HAFID;1974;4
1;ABDEL-HAFID;1975;4
1;ABDEL-HAFID;1980;3
1;ABDEL-HAFID;1981;3
1;ABDEL-HAFID;1989;5
1;ABDEL-HAFID;1992;4
1;ABDEL-HAFID;1995;3
1;ABDEL-HAFID;1999;3
1;ABDEL-HAFID;2002;4
1;ABDEL-HAFID;2003;4
1;ABDEL-HAFID;2006;4
1;ABDEL-HAFID;2018;3
1;ABDEL-HAFID;XXXX;50
1;ABDEL-HAK;XXXX;29
1;ABDEL-HAKIM;1958;7
1;ABDEL-HAKIM;1961;3
1;ABDEL-HAKIM;1962;3
1;ABDEL-HAKIM;1963;3
1;ABDEL-HAKIM;1964;4
1;ABDEL-HAKIM;1965;6
1;ABDEL-HAKIM;1966;3
1;ABDEL-HAKIM;1967;4
1;ABDEL-HAKIM;1969;4
1;ABDEL-HAKIM;1970;6
1;ABDEL-HAKIM;1971;3
1;ABDEL-HAKIM;1972;5
1;ABDEL-HAKIM;1973;6
1;ABDEL-HAKIM;1974;5
1;ABDEL-HAKIM;1975;4
1;ABDEL-HAKIM;1976;3
1;ABDEL-HAKIM;1977;7
1;ABDEL-HAKIM;1978;9
1;ABDEL-HAKIM;1980;3
1;ABDEL-HAKIM;1981;6
1;ABDEL-HAKIM;1982;7
1;ABDEL-HAKIM;1983;4
1;ABDEL-HAKIM;1984;9
1;ABDEL-HAKIM;1985;4
1;ABDEL-HAKIM;1986;10
1;ABDEL-HAKIM;1987;7
1;ABDEL-HAKIM;1988;9
1;ABDEL-HAKIM;1989;6
1;ABDEL-HAKIM;1990;12
1;ABDEL-HAKIM;1991;9
1;ABDEL-HAKIM;1992;11
1;ABDEL-HAKIM;1993;11
1;ABDEL-HAKIM;1994;9
1;ABDEL-HAKIM;1995;10
1;ABDEL-HAKIM;1996;15
1;ABDEL-HAKIM;1997;12
1;ABDEL-HAKIM;1998;8
1;ABDEL-HAKIM;1999;13
1;ABDEL-HAKIM;2000;21
1;ABDEL-HAKIM;2001;10
1;ABDEL-HAKIM;2002;16
1;ABDEL-HAKIM;2003;12
1;ABDEL-HAKIM;2004;8
1;ABDEL-HAKIM;2005;13
1;ABDEL-HAKIM;2006;10
1;ABDEL-HAKIM;2007;7
1;ABDEL-HAKIM;2008;7
1;ABDEL-HAKIM;2009;4
1;ABDEL-HAKIM;2010;12
1;ABDEL-HAKIM;2011;8
1;ABDEL-HAKIM;2012;10
1;ABDEL-HAKIM;2013;8
1;ABDEL-HAKIM;2014;5
1;ABDEL-HAKIM;2016;7
1;ABDEL-HAKIM;2017;4
1;ABDEL-HAKIM;XXXX;10
1;ABDEL-HALIM;1962;3
1;ABDEL-HALIM;1966;3
1;ABDEL-HALIM;1970;3
1;ABDEL-HALIM;1971;4
1;ABDEL-HALIM;1973;4
1;ABDEL-HALIM;1976;5
1;ABDEL-HALIM;1977;6
1;ABDEL-HALIM;1980;3
1;ABDEL-HALIM;1982;5
1;ABDEL-HALIM;1983;8
1;ABDEL-HALIM;1985;7
1;ABDEL-HALIM;1986;6
1;ABDEL-HALIM;1987;5
1;ABDEL-HALIM;1988;3
1;ABDEL-HALIM;1989;4
1;ABDEL-HALIM;1990;5
1;ABDEL-HALIM;1991;5
1;ABDEL-HALIM;1992;8
1;ABDEL-HALIM;1993;4
1;ABDEL-HALIM;1994;5
1;ABDEL-HALIM;1999;4
1;ABDEL-HALIM;2002;4
1;ABDEL-HALIM;2003;3
1;ABDEL-HALIM;2006;6
1;ABDEL-HALIM;2007;4
1;ABDEL-HALIM;2010;4
1;ABDEL-HALIM;2011;3
1;ABDEL-HALIM;2012;4
1;ABDEL-HALIM;2013;4
1;ABDEL-HALIM;2018;4
1;ABDEL-HALIM;XXXX;35
1;ABDEL-HAMID;1957;4
1;ABDEL-HAMID;1960;4
1;ABDEL-HAMID;1961;4
1;ABDEL-HAMID;1965;5
1;ABDEL-HAMID;1966;3
1;ABDEL-HAMID;1967;4
1;ABDEL-HAMID;1968;6
1;ABDEL-HAMID;1970;4
1;ABDEL-HAMID;1971;5
1;ABDEL-HAMID;1972;4
1;ABDEL-HAMID;1973;3
1;ABDEL-HAMID;1978;4
1;ABDEL-HAMID;1982;3
1;ABDEL-HAMID;1983;3
1;ABDEL-HAMID;1984;5
1;ABDEL-HAMID;1988;4
1;ABDEL-HAMID;1989;6
1;ABDEL-HAMID;1990;7
1;ABDEL-HAMID;1991;4
1;ABDEL-HAMID;1992;5
1;ABDEL-HAMID;1994;5
1;ABDEL-HAMID;1996;4
1;ABDEL-HAMID;1998;4
1;ABDEL-HAMID;1999;5
1;ABDEL-HAMID;2000;4
1;ABDEL-HAMID;2001;7
1;ABDEL-HAMID;2003;4
1;ABDEL-HAMID;2004;7
1;ABDEL-HAMID;2005;7
1;ABDEL-HAMID;2006;9
1;ABDEL-HAMID;2007;4
1;ABDEL-HAMID;2008;6
1;ABDEL-HAMID;2009;3
1;ABDEL-HAMID;2010;5
1;ABDEL-HAMID;2012;3
1;ABDEL-HAMID;2013;4
1;ABDEL-HAMID;2018;3
1;ABDEL-HAMID;XXXX;39
1;ABDEL-ILAH;1978;3
